Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2014-08-14,Squirrel causes power outage,Squirrel,Marquette,MI,United States,http://www.miningjournal.net/page/content.detail/id/603252/Squirrel-causes-power-outage.html?nav=5001,B,,,,,,,
2014-08-11,Beaver nibbling on tree and triggers a power failure in the district of Kulmbach from,Beaver,Kulmbach,Bavaria,Germany,http://www.nordbayerischer-kurier.de/nachrichten/biber-knabbert-baum-und-loest-stromausfall-im-landkreis,Y,3500,180,,,,,
2014-08-10,Katze löst Stromausfall in Bocholt aus,Cat,Bocholt,,Germany,"http://www.bbv-net.de/lokales/bocholt_artikel,-Katze-loest-Stromausfall-in-Bocholt-aus-_arid,390679.html",Y,-,-,,,,,
2014-08-10,Squirrel knocks out power in Fargo,Squirrel,Fargo,ND,United States,http://www.valleynewslive.com/story/26243566/squirrel-knocks-out-power-in-fargo,N,400,-,,,,,
2014-08-07,"Bird nest debris causes power outage in St. John's, Newfoundland",Bird,St. Johns,NF,Canada,http://www.theweathernetwork.com/news/articles/bird-nest-debris-causes-power-outage-in-st-johns-newfoundland/33531/,Y,2000,30,,,,Bird Nest (Osprey),
2014-08-07,Bird blamed for power outage that affected Big Sky area Monday afternoon,Bird,Big Sky,MT,United States,http://m.lonepeaklookout.com/mobile/news/article_fd0567ba-1e5e-11e4-ae41-001a4bcf887a.html,N,,,,,,,
2014-08-05,Bird's nest cuts power to thousands,Bird,Masterton,,New Zealand,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11304339,B,38000,-,hospital,,,,
2014-08-05,Bird's nest cuts power to thousands,Bird,Masterton,,New Zealand,http://m.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11304339,B,38000,120,,,,Bird Nest,
2014-08-05,Squirrel causes Payne County to lose its cool,Squirrel,Stillwater,OK,United States,http://m.stwnewspress.com/stillwaternews/db_291324/contentdetail.htm?contentguid=bJOegEG3,B,,,,,,,
2014-08-04,Rodent in transformer caused RTC outage that canceled classes,Rodent,Renton,WA,United States,http://www.rentonreporter.com/news/270350221.html,Y,-,-,university,,,,
2014-08-04,Electrocuted Squirrel Causes Power Outage,Squirrel,Kittanning,PA,United States,http://www.kittanningpaper.com/2014/08/04/electrocuted-squirrel-causes-power-outage/47420,Y,7300,43,radio station,,,,
2014-08-04,Bird blamed for Asotin County power outage,Bird,Lewiston,ID,United States,http://m.lmtribune.com/northwest/article_e29a91d0-9507-5436-be5d-8803e27bc900.html?mode=jqm,Y,2000,-,,,,,
2014-08-01,Possum cuts power to home,Possum,Melbourne,,Australia,http://www.heraldsun.com.au/leader/east/elderly-couple-face-freezing-night-without-heating-after-possum-cuts-power-to-home/story-fngnvlxu-1227010519579,N,1,-,,,,,
2014-07-31,Morning power outage causes service interruptions in Wagoner County Tulsa,Squirrel,Tulsa,OK,United States,http://m.tulsaworld.com/homepagelatest/morning-power-outage-causes-service-interruptions-in-wagoner-county-tulsa/article_e6a307f4-921c-524d-a9dc-7c4bec5a8dc7.html?mode=jqm,B,1400,-,,,,,
2014-07-30,Cat blamed for morning power outage in Wilmington,Cat,Wilmington,NC,United States,http://www.wwaytv3.com/2014/07/30/cat-blamed-for-morning-power-outage-wilmington/,Y,6200,-,traffic,,,,
2014-07-29,UPDATE: Lights are back on in Hudson; crows to blame,Bird,Hudson,WI,United States,http://www.hudsonstarobserver.com/content/update-lights-are-back-hudson-crows-blame,Y,6333,50,traffic,,,Crow,
2014-07-29,Bald eagle strikes power line causing power outage,Eagle,Seattle,WA,United States,http://www.therepublic.com/view/story/e3d79662126b4fa19d6b8e5dd4068132/AK--Eagle-Ketchikan-Outage,N,,,,,,Bald Eagle,
2014-07-28,Two power outages reported,Squirrel,Hannibal,MO,United States,http://www.hannibal.net/article/20140730/NEWS/140739883/-1/news,Y,-,29,,,,,
2014-07-28,An eagle knocked out power,Eagle,Ketchikan,AK,United States,http://www.moultonadvertiser.com/news/state/article_ce7a418e-e971-5055-bfde-1b9eb44ceb1b.html,B,,,,,,Bald Eagle,
2014-07-26,West Seattle power outage: Crow vs. transformer again,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/west-seattle-power-outage-crow-vs-transformer-again/,Y,90,-,,,,Crow,
2014-07-24,Lights restored to Bellevue College area after squirrel-related power outage,Squirrel,Bellevue,WA,United States,http://www.bellevuereporter.com/news/268523312.html?mobile=true,Y,2700,170,"University, traffic",,,,
2014-07-23,"Squirrel causes power outage, 2 people trapped on elevator ",Squirrel,Lumberton,NC,United States,http://robesonian.com/news/news/310289/Squirrel-causes-power-outage-2-people-trapped-on-elevator,Y,2000,60,"hospital, courthouse, law office",,people trapped in elevator,,
2014-07-22,Update: Power outages reported in Conway,Bird,Conway,AR,United States,http://thecabin.net/news/local/2014-07-22/power-outages-reported-conway#.VwLrDPkrLIU,Y,-,-,"traffic, retirement community",,people trapped in elevator,,
2014-07-22,Snake on a circuit? Hungry snake sparks Apex power outage,Snake,Apex,NC,United States,http://www.newsobserver.com/news/local/community/southwest-wake-news/article23762266.html,Y,-,-,,,,Black Snake,
2014-07-22,"UPDATE: Power outage affects 1,500 downtown",Squirrel,Enid,OK,United States,http://www.enidnews.com/news/local_news/update-power-outage-affects-downtown/article_74616675-d501-53b7-a8d1-5c5a25e383e1.html,B,1500,90,traffic,,,,
2014-07-22,"Slithering culprit leaves St. Johns Town Center shoppers, diners in the dark Tuesday evening",Snake,Jacksonville,FL,United States,http://jacksonville.com/news/crime/2014-07-22/story/snake-causes-power-outage-st-johns-town-center-jacksonville#,Y,839,-,traffic,,,,
2014-07-22,Squirrel causes power outage on South Side Connellsville,Squirrel,Collinsville,PA,United States,http://triblive.com/news/fayette/6481771-74/outage-power-squirrel,Y,51,66,,,,,
2014-07-21,"Slithering culprit leaves St. Johns Town Center shoppers, diners in the dark Tuesday evening",Snake,Jacksonville,FL,United States,http://jacksonville.com/news/crime/2014-07-22/story/snake-causes-power-outage-st-johns-town-center-jacksonville,Y,-,-,,,mentioned in article about different snake caused outage,Rattlesnake,
2014-07-18,Swan causes power outage,Bird,Merivale,,New Zealand,http://www.sunlive.co.nz/news/77342-swan-causes-power-outage.html,Y,80,270,,,,Swan (Black),
2014-07-18,A squirrel caused one of two blackouts,Squirrel,Walla Walla,WA,United States,http://union-bulletin.com/news/2014/jul/18/power-failures-reported-walla-walla-college-place/,B,46,-,,,,,
2014-07-15,Borough officials: Bird may have caused power outage in Middletown,Bird,Middletown,PA,United States,http://fox43.com/2014/07/15/bird-causes-power-outage-in-middletown/#axzz37ZNxGuBZ,Y,-,-,,,,,
2014-07-15,Snake causes power outage at Horry County substation,Snake,Horrey County,SC,United States,http://m.wmbfnews.com/#!/newsDetail/26022202,B,2000,60,,,,,
2014-07-15,Brief power outage caused by squirrel,Squirrel,Rocky Mount,NC,United States,https://www.rockymounttelegram.com/node/2535767,N,,,,,,,
2014-07-14,Squirrel starts blaze at electrical substation in Leatherhead,Squirrel,Leatherhead,London,United Kingdom,http://www.thisislocallondon.co.uk/news/11338489.Squirrel_starts_blaze_at_electrical_substation/,Y,-,-,,,grass fire,,
2014-07-13,Hawk is the cause of power outage,Bird,Lahanton,NV,United States,http://www.nevadaappeal.com/news/local/12215028-113/power-hawk-outage-area,N,-,60,,,,Hawk,
2014-07-12,Sikome Lake closed due to power outage,Unknown,Calgary,AB,CAN,http://www.cbc.ca/news/canada/calgary/sikome-lake-closed-due-to-power-outage-1.2705283,Y,-,-,,,,,
2014-07-10,"Squirrel, device to blame for outages",Squirrel,Nebraska City,NE,United States,http://www.ncnewspress.com/article/20140709/NEWS/140709895/-1/opinion,Y,-,-,,,,,
2014-07-10,Snoge skyld i strømafbrydelse,Snake,Djursland,Syddjurs,Denmark,http://www.tv2oj.dk/artikel/218628:Syddjurs--Snoge-skyld-i-strOemafbrydelse,Y,-,-,,,3 snakes caused,,
2014-07-09,Squirrel causes outages in Washington County. Again.,Squirrel,Beaverton,OR,United States,http://www.oregonlive.com/washingtoncounty/index.ssf/2014/07/squirrel_causes_temporary_powe.html,Y,8000,105,,,,,
2014-07-09,"Squirrel leaves 4,200 in Indiana with no power",Squirrel,Elkhart,IN,United States,http://www.thenewsdispatch.com/news/indiana_state_news/article_d9fdcc0d-3d21-5ff3-958c-3cd0de703830.html,B,4200,-,,,,,
2014-07-09,How a tiny bird's nest caused major power outage Monday in Tiffin,Bird,Tiffin,OH,United States,http://www.cleveland.com/nation/index.ssf/2014/07/how_a_tiny_birds_nest_caused_major_power_outage_monday_in_tiffin.html,Y,4000,120,traffic lights,,fire,Bird Nest,
2014-07-08,"Pigeon triggers blackout, knocks out newspaper",Bird,Rock Springs,WY,United States,http://www.washingtontimes.com/news/2014/jul/9/pigeon-triggers-blackout-knocks-out-newspaper/,Y,23,180,newspaper,,,Pigeon,
2014-07-08,Power outage leads to car crashes in Hillsboro,Squirrel,Hillsboro,OR,United States,http://www.kgw.com/errors/404/,N,,,,,,,
2014-07-07,Another bird-caused West Seattle power outage,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/reader-report-another-bird-caused-west-seattle-power-outage/,Y,-,90,,,,Crow,
2014-07-07,"Ah nuts: Squirrel leads to another outage, says PGE",Squirrel,Portland,OR,United States,http://koin.com/2014/07/07/washington-county-residents-again-in-the-dark/,Y,8000,120,,,,,
2014-07-07,UPDATE: All power restored to Indiana Michigan Power customers,Squirrel,St. Joseph,MI,United States,http://www.ktiv.com/story/25955928/2014/07/07/update-all-power-restored-to-indiana-michigan-power-customers,Y,4334,-,,,,,
2014-07-07,Squirrel to blame for brief outage on Adams St.,Squirrel,Springfield,IL,United States,http://www.sj-r.com/article/20140706/NEWS/140709644,Y,40,43,,,,,
2014-07-06,Siebenschläfer löste Stromausfall aus,Mouse,Salzburg,,Austria,"http://www.heute.at/news/oesterreich/Siebenschlaefer-loeste-Stromausfall-aus;art23655,1038092?ref=rss",Y,-,-,,,house fire,,
2014-07-06,Squirrel responsible for power outage in GR,Squirrel,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2014/07/power_out_for_most_of_northeas.html,Y,2144,180,,,,,
2014-07-06,Power restored in Sparks and culprit identified,Squirrel,Sparks,NV,United States,http://www.rgj.com/story/news/2014/07/06/power-out-in-sparks-industrial-area/12266055/,E,1345,83,,,,,
2014-07-03,Update: 2nd small power outage this week west of The Junction,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/second-small-power-outage-this-week-west-of-the-junction/,Y,-,74,,,,Crow,
2014-07-03,"Squirrel to blame for outage, PGE says",Squirrel,Washington County,OR,United States,http://koin.com/2014/07/02/power-out-for-thousands-in-washington-county/,Y,10000,110,,,,,
2014-07-03,Bird causes Las Cruces power outage Wednesday,Bird,Las Cruces,NM,United States,http://www.lcsun-news.com/las_cruces-news/ci_26076571/bird-causes-power-las-cruces-power-outage-wednesday,Y,7000,20,,,,,
2014-07-02,Squirrel causes large power outage in Washington County,Squirrel,Beaverton,OR,United States,http://www.katu.com/news/local/Thousands-lose-power-in-Washington-Co-265535171.html,Y,9600,200,,,,,
2014-07-02,"Squirrel takes out substation leaving over 3,200 power outages in Hocking County http://t.co/t3eiHLDaNh - Logan OH",Squirrel,Logan,OH,United States,http://www.logandaily.com/news/squirrel-takes-out-substation-leaving-over-power-outages-in-hocking/article_070a31e9-f185-5f6b-a50d-d0cfea736905.html,Y,3200,-,banks,,,,
2014-07-02,UPDATE: Major power outage restored in Kingston,Bird,Montgomery,NY,United States,http://www.recordonline.com/apps/pbcs.dll/article?AID=/20140702/NEWS/140709953,Y,35,-,,,,,
2014-07-01,"The fault could be from a fallen tree, an equipment failure or squirrel... ",Squirrel,York,PA,United States,http://www.yorkdispatch.com/breaking/ci_26062435/met-ed-crews-working-restore-power-york-county,Y,7000,-,hospital,,,,
2014-07-01,Raccoon causes power outage; electricity should be restored soon ,Raccoon,Centerville,IA,United States,http://www.dailyiowegian.com/news/local_news/raccoon-kills-power/article_33f6c2a7-bb7a-5b98-8d80-da130705614c.html,B,2940,120,,,,,
2014-06-28,Kein Strom: Wieder Krähe in EBS-Leitung,Bird,Ibach,Schwyz,Switzerland,http://www.suedostschweiz.ch/boulevard/kein-strom-wieder-kraehe-ebs-leitung,Y,-,10,,,,Crow,
2014-06-28,Outage temporarily closed market,Bird,Charleston,WV,United States,http://www.wvgazettemail.com/article/20140630/DM01/140639941/1276,Y,-,150,capitol market,,,,
2014-06-28,...a squirrel found its way into some of the electrical equipment...,Squirrel,Holland,MI,United States,http://whtc.com/news/articles/2014/jun/28/power-outage-in-hollands-southeast-side-crews-already-on-site/,Y,-,-,,,,,
2014-06-27,Paloma provoca corto circuito,Bird,Campeche,Campeche,Mexico,http://expresocampeche.com/notas/estado/2014/06/27/paloma-provoca-corto-circuito/,Y,-,-,,,,Pigeon,
2014-06-27,Squirrel Causes Carthage Power Outage,Squirrel,Carthage,NY,United States,http://www.watertowndailytimes.com/article/20140627/NEWS03/140628966,Y,-,30,,,pole fire,,
2014-06-25,"Antioch: Owl believed to be behind downed power lines that caused grass fire, outage",Bird,Antioch,CA,United States,http://www.insidebayarea.com/bay-area-news/ci_26046302/antioch-owl-believed-be-behind-downed-power-lines,Y,4700,60,,,grass fire,Owl,
2014-06-25,Squirrel knocks out power to 700 Fredericton residents,Squirrel,Fredericton,NB,Canada,http://www.cbc.ca/m/news/#!/content/1.2686720,N,,,,,,,
2014-06-24,Bird caused Jackson power outage Sunday,Bird,Jackson,MO,United States,http://www.semissourian.com/story/2094719.html,Y,4000,390,,,,,
2014-06-24,Squirrel causes power outage for hundreds of customers,Squirrel,Shasta Lake,CA,United States,http://m.krcrtv.com/squirrel-causes-power-outage-for-hundreds-of-customers/26637730,Y,698,30,,,,,
2014-06-24,Squirrel Knocks Out Power in Pittsfield Township,Squirrel,Pittsfield,MI,United States,http://www.thesalinepost.com/article/squirrel-knocks-out-power-pittsfield-township,Y,141,180,,,,,
2014-06-23,Krähe verursacht Stromausfall in Illerkirchberg,Bird,Illerkirchberg,Baden-Württemberg,Germany,"http://www.swp.de/ulm/lokales/alb_donau/Kraehe-verursacht-Stromausfall-in-Illerkirchberg;art4299,2668415",Y,-,150,,,"grass fire, pole fire",Crow,
2014-06-23,Squirrel Causes Electrical Outage in Patchogue,Squirrel,Patchogue,NY,United States,http://patch.com/new-york/patchogue/squirrel-causes-electrical-outage-in-patchogue,Y,-,-,,,,,
2014-06-23,Consumers Energy says the cause of this morning's power outage was a squirrel,Squirrel,Grand Rapids,MI,United States,http://m.woodradio.com/articles/wood-news-125494/updatedconsumers-energy-isolated-outages-gr-belmont-12490750,Y,4535,-,,,,,
2014-06-23,A  squirrel chewing wires was blamed for a power cut,Squirrel,Aberdeen,MI,United States,http://www.woodradio.com/articles/wood-news-125494/updatedconsumers-energy-isolated-outages-gr-belmont-12490750,N,4185,-,,,,,
2014-06-22,Crow tripped Sunday evening power outage,Bird,Ketchikan,AK,United States,http://www.krbd.org/2014/06/23/crow-tripped-sunday-evening-power-outage/,Y,-,105,,,,Crow,
2014-06-21,Snake causes power outage in Myersville area,Snake,Myersville,MD,United States,http://m.fredericknewspost.com/locations/local/frederick_county/myersville/snake-causes-power-outage-in-myersville-area/article_4ee73064-f8a7-11e3-b0eb-001a4bcf6878.html,Y,2800,330,,,,,
2014-06-19,"SWEPCO transformer blows out, causes blue glow in sky and massive power outage",Unknown,Shrevesport,LA,United States,http://www.ksla.com/story/25827006/swepco-transformer-blows-out-causes-blue-glow-in-sky-and-massive-power-outage,Y,-,60,,,pole fire,,
2014-06-19,"Raccoon, head stuck in jar, rescued from top of transformer",Raccoon,Fort Erie,ON,Canada,http://www.niagarafallsreview.ca/2014/06/18/peanut-butter-jar-lands-raccoon-in-a-jam,B,-,-,,,raccoon with head in jar of peanut butter,,
2014-06-18,Power outage - Blame the snake,Snake,Sallisaw,OK,United States,http://m.sequoyahcountytimes.com/news/article_642328ac-f6f9-11e3-aff0-001a4bcf6878.html?mode=jqm,Y,-,20,,,,,
2014-06-18,"Wildlife is to blame for a power outage that left nearly 1,700 customers in the dark Tuesday night.",Bird,Medicine Hat,AB,Canada,http://web.archive.org/web/20151211165524/http://www.cjcyfm.com/news-and-info/medicine-hat-news/owl-caused-power-outage-in-city-tuesday-night/,Y,1700,-,,,,Owl,
2014-06-16,Fiery blowout downs power for hours near downtown Stockton,Bird,Stockton,CA,United States,http://www.recordnet.com/apps/pbcs.dll/article?AID=/20140616/A_NEWS/406160308,Y,1350,140,,,"fire, bird dropped item",Eagle,
2014-06-16,Power Restored After College Heights Outage,Squirrel,State College,PA,United States,"http://www.statecollege.com/news/local-news/power-restored-after-college-heights-outage,1459585/",Y,133,-,,,,,
2014-06-14,"Birds, squirrels take toll on Juneau power lines",Squirrel,Anchorage,AK,United States,http://m.seattlepi.com/business/energy/article/Birds-squirrels-take-toll-on-Juneau-power-lines-5550619.php,Y,10020,-,,,Bird dropped item,,
2014-06-14,Power outage in Kelowna,Unknown,Kelowna,BC,Canada,http://www.castanet.net/news/Kelowna/117200/Power-outage-in-Kelowna,Y,1000,135,,,,,
2014-06-13,"Power restored to 9,000 in Mountain View after outage caused by squirrel",Squirrel,Mountain View,CA,United States,http://www.ktvu.com/news/news/local/power-restored-nearly-9000-mountain-view-after-out/ngKZ9/,N,9000,-,,,,,
2014-06-13,Raccoon causes power outage in Muskegon Co.,Raccoon,Muskegon,MI,United States,http://woodtv.com/2014/06/13/thousands-without-power-in-muskegon-co/,Y,3600,-,,,,,
2014-06-12,Squirrel in PGE substation knocked out power for thousands in Washington County,Bird,Sherwood,OR,United States,http://www.oregonlive.com/tualatin/index.ssf/2014/06/squirrel_in_pge_substation_kno.html,Y,-,-,,,2 incidents in article,Bird Nest (Osprey),
2014-06-12,Squirrel in PGE substation knocked out power for thousands in Washington County,Squirrel,Sherwood,OR,United States,http://www.oregonlive.com/tualatin/index.ssf/2014/06/squirrel_in_pge_substation_kno.html,Y,10000,330,,,2 incidents in article,,
2014-06-12,"Power, traffic lights back on after Wilmington outage",Squirrel,Wilmington,NC,United States,http://www.wwaytv3.com/2014/06/12/power-traffic-lights-back-after-wilmington-outage/,N,10000,-,traffic lights,,,,
2014-06-11,Bend power back after squirrel sparks major outage,Squirrel,Bend,OR,United States,http://www.ktvz.com/news/wayward-squirrel-sparks-large-bend-power-outage/26438360,Y,5100,95,"radio / TV stations, courthouse",,,,
2014-06-11,Squirrel Blamed For Power Outage,Squirrel,Coloma,MI,United States,http://www.wsjm.com/Squirrel-Blamed-For-Power-Outage/19191754,Y,600,-,,,,,
2014-06-09,"No recovery plan in place, 2 years after osprey incident at data centre: AG",Bird,Fredericton,NB,Canada,http://www.cbc.ca/news/canada/new-brunswick/data-centre-power-auditor-general-1.3873446,Y,-,-,,,Marysville Data Centre,Osprey Nest,
2014-06-09,"Tree limbs, parrot nest cause power outages",Bird,Austin,TX,United States,http://legacy.kvue.com/story/news/local/2014/06/09/officials-power-outage-in-north-austin-affecting-1000-customers/10237643/,Y,3000,30,airport,,,Parrot,
2014-06-06,Bird causes power outage in Salina,Bird,Salina,KS,United States,http://m.kwch.com/news/bird-causes-power-outage-in-salina/26365072,Y,2800,-,,,,,
2014-06-05,Zapped squirrel caused outage,Squirrel,Vancouver,WA,United States,http://www.columbian.com/news/2014/jun/05/zapped-squirrel-caused-outage/,Y,-,-,county websites,,,,
2014-06-05,Squirrel sparks outage,Squirrel,Floresville,TX,United States,http://connection.ebscohost.com/c/articles/96536264/squirrel-sparks-outage,Y,-,-,,,,,
2014-06-05,"Snake Takes Down Arcola, Skyview Power",Snake,Eagleville,PA,United States,https://www.tapinto.net/articles/snake-takes-down-arcola-skyview-power,Y,-,-,school,,,,
2014-06-05,Serpent in the works causes power outage for PSO customers,Snake,Waurika,OK,United States,http://www.waurikanewsdemocrat.com/local/x1934105322/Serpent-in-the-works-causes-power-outage-for-PSO-customers,N,,,,,,,
2014-06-04,Raccoon blamed for major power outage,Raccoon,Opelousas,LA,United States,http://www.dailyworld.com/article/20140606/NEWS01/306050010/Major-power-outage-blamed-raccoon,E,,,,,,,
2014-06-02,A bird building a nest on an electric pole cut power,Bird,El Paso,TX,United States,http://www.kfoxtv.com/news/features/top-stories/stories/power-outage-affects-thousands-far-east-el-paso-5129.shtml,N,3442,-,,,,Bird Nest,
2014-06-01,Cattle grid — herd knocks out power to 800 Dundee homes,Cow,Dundee,,Scotland,http://www.thecourier.co.uk/news/local/dundee/cattle-grid-herd-knocks-out-power-to-800-dundee-homes-1.399396,Y,775,65,,,,,
2014-06-01,Squirrels causing power outages in a Metro-East town,Squirrel,Waterloo,IL,United States,http://www.kmov.com/news/local/Squirrels-are-the-cause-of-power-outages-in-Metro-East-town-262064861.html,N,,,,,,,
2014-06-01,UPDATED: SQUIRREL SPARKS BLAZE NEAR BETHEL CHURCH,Squirrel,Dethel Church,CA,United States,http://m.redding.com/news/2014/may/31/firefighters-battle-blaze-near-bethel-church/,N,,,church,,fire,,
2014-05-31,Squirrel left without electricity colonies Tampico,Squirrel,Cascajal,Veracruz,Mexico,http://www.zocalo.com.mx/seccion/articulo/ardilla-deja-sin-luz-a-colonias-de-tampico-1401570211,Y,-,120,,,,,
2014-05-31,Dead snake brings about power outages ,Snake,Duncan,OK,United States,http://m.duncanbanner.com/duncanbanner/db_293436/contentdetail.htm?contentguid=RVXK1VZw,B,3145,-,,,,,
2014-05-31,UPDATE: Power restored to about 200 customers in Eau Claire,Unknown,Eau Claire,WI,United States,http://www.wqow.com/story/25661283/2014/05/31/power-outage-about-200-customers-in-eau-claire-without-power,Y,200,60,,,,,
2014-05-29,"A snake is to blame for knocking out power to 3,100 customers last night.",Snake,Nashville,TN,United States,https://twitter.com/NESpower/status/472378427715362816,Y,3100,30,,,,,
2014-05-29,Pesky possum behind blackout in Port Melbourne,Possum,Melbourne,,Australia,http://www.heraldsun.com.au/news/victoria/pesky-possum-behind-blackout-in-port-melbourne/story-fni0fit3-1226935334252,N,823,270,,,fire,,
2014-05-29,"Suicidal squirrel, leaping lightning cause problems",Squirrel,Kalispell,MT,United States,http://www.dailyinterlake.com/members/suicidal-squirrel-leaping-lightning-cause-problems/article_9928376a-e6d0-11e3-9fd5-001a4bcf887a.html,N,11,60,,,,,
2014-05-28,LUS: Snake to blame for power outage ,Snake,Lafayette,LA,United States,http://www.katc.com/news/lus-snake-to-blame-for-power-outage/,Y,2000,60,,,,,
2014-05-28,Squirrel takes out power in Boise's North End ,Squirrel,Biose,ID,United States,http://www.ktvb.com/story/local/2015/07/29/12187329/,Y,1700,-,,,,,
2014-05-27,Power outages rampant in Virginia Beach,Unknown,Virgina Beach,VA,United States,http://wavy.com/2014/05/27/animal-causes-large-power-outage-in-vb/,Y,4000,-,school,,,,
2014-05-26,Blame it on the squirrels,Squirrel,Tallahassee,TN,United States,http://www.tallahassee.com/story/opinion/columnists/ensley/2014/05/30/gerald-ensley-blame-squirrels/9769061/,Y,-,-,,holiday,,,
2014-05-26,Bird nests cause morning power outage ,Bird,Aberdeen,SD,United States,http://www.aberdeennews.com/news/local/bird-nests-cause-morning-power-outage/article_106140ce-e4dd-11e3-9526-0017a43b2370.html,B,4000,40,,,Nest,,
2014-05-26,Raccoon causes power outage,Raccoon,Fort Frances,ON,Canada,http://fftimes.com/node/269730,N,3600,45,,,,,
2014-05-26,Chewed Wires Knock Out Power to Thousands,Unknown,Philadelphia,PA,United States,http://www.nbcphiladelphia.com/news/breaking/North-Philly-Power-Outage-260654441.html,Y,2007,90,,,,,
2014-05-24,"Nearly 10,000 residents in Saginaw, Thomas, James townships without power",Bird,Saginaw County,MI,United States,http://www.mlive.com/news/saginaw/index.ssf/2014/05/nearly_10000_residents_in_sagi.html,Y,10000,-,,,,,
2014-05-24,"Electricity restored to 4,700 Flint Energies members in Houston County",Unknown,Houston County,GA,United States,http://www.macon.com/2014/05/23/3112188/more-than-4700-without-power-in.html,N,4700,-,,,,,
2014-05-23,An  animal came in contact with a power line,Unknown,Vanceboro,NC,United States,http://wnct.com/story/25597414/power-outages-in-vanceboro-friday-morning,N,3000,-,,,,,
2014-05-20,Squirrel to blame for Smethport power outage,Squirrel,Smethport,PA,United States,http://www.bradfordera.com/news/article_0c9821c0-dfcd-11e3-8074-0019bb2963f4.html,N,-,60,,,A small fire resulted,,
2014-05-20,Power restored to Rome customers,Squirrel,Rome,WI,United States,http://www.wisconsinrapidstribune.com/article/20140520/WRT01/305200247/Squirrel-blamed-from-Rome-power-outage?nclick_check=1,Y,2127,-,,,,,
2014-05-20,"Power out in Truro area, back on in Eastern Passage",Unknown,Truro,NS,Canada,http://thechronicleherald.ca/novascotia/1208736-power-out-in-truro-area-back-on-in-eastern-passage,Y,2000,-,,,,,
2014-05-19,Raccoon causes power outage affecting more than 1500 in Grand Rapids,Raccoon,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2014/05/power_outage_affecting_more_th_1.html,Y,5000,120,,,,,
2014-05-17,Raccoon causes power outage in West Nashville,Raccoon,Nashville,TN,United States,http://www.tennessean.com/story/news/local/2014/05/17/without-power-west-nashville/9237685/,E,5600,-,,,,,
2014-05-16,"Snake, transformer to blame for Roanoke Co. power outages",Snake,Roanoke County,VA,United States,http://www.roanoke.com/news/local/snake-transformer-to-blame-for-roanoke-co-power-outages/article_23ff21c6-dc9c-11e3-84a7-0017a43b2370.html,B,3900,-,,,,Black Snake,
2014-05-16,Raccoon causes large power outage in Kzoo,Raccoon,Kalamazoo,MI,United States,http://woodtv.com/2014/05/16/raccoon-causes-large-power-outage-in-kzoo/,Y,3600,120,,,,,
2014-05-14,Snake cuts power to thousands of Concord residents,Snake,Concord,NC,United States,http://www.independenttribune.com/news/snake-cuts-power-to-thousands-of-concord-residents/article_98a2c206-db95-11e3-84e6-001a4bcf6878.html,B,1400,90,,,,,
2014-05-13,Tempe power outage caused by squirrel,Squirrel,Tempe,AZ,United States,http://www.azcentral.com/story/news/local/tempe/2014/05/13/power-outage-affecting-traffic-north-tempe/2138560/,E,225,60,traffic,,,,
2014-05-11,Squirrel on fire,Squirrel,Derby,KS,United States,http://ksn.com/2014/05/10/squirrel-on-fire/,Y,1,1,,,grass fire,,
2014-05-09,Bird causes power outage,Bird,Hannibal,MO,United States,http://www.hannibal.net/article/20140512/NEWS/140519842/-1/news,Y,-,35,,,,,
2014-05-09,Gemfields power outage,Bird,Gemfields,QLD,Australia,http://www.whitsundaytimes.com.au/news/gemfields-power-outage/2253647/,Y,1559,230,,,,,
2014-05-08,Taube explodiert auf Oberleitung – 92 Züge betroffen,Bird,Mönchengladbach,North Rhine-Westphalia,Germany,http://www.rp-online.de/nrw/staedte/moenchengladbach/taube-explodiert-auf-oberleitung-92-zuege-betroffen-aid-1.4228819,Y,-,-,train delayed,,explosion,Pigeon,
2014-05-08,Raccoon blamed for outage,Raccoon,White Township,IN,United States,"http://www.indianagazette.com/mobile/news/indiana-news/raccoon-blamed-for-outage,19827680/",Y,900,570,,,,,
2014-05-08,Birds cause power outage in OPPD transformer,Bird,Omaha,NE,United States,http://m.fremonttribune.com/cass-news/news/birds-cause-power-outage-in-oppd-transformer/article_9b352edd-39f5-51cd-99aa-660297b927eb.html?mobile_touch=true,Y,780,135,,,,,
2014-05-07,WICHITA COUNTY JAIL ANNEX POWER OUTAGE,Snake,Wichita,KS,United States,http://www.timesrecordnews.com/news/2014/may/07/annex_power_outage/,N,,,Jail/Prison,,,,
2014-05-06,Birds cause power outage in OPPD transformer,Bird,Elmwood,NE,United States,http://fremonttribune.com/cass-news/news/birds-cause-power-outage-in-oppd-transformer/article_9b352edd-39f5-51cd-99aa-660297b927eb.html,Y,780,135,,,,,
